identifierHash,gender,language,seniority,hasAnyApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsMonths,seniorityAsYears,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought
4177624917787019300,F,es,2859,TRUE,FALSE,TRUE,340,95.3,7.94,3,8,0,0,0,0,0,0
-8781964585593062e3,F,fr,2859,FALSE,FALSE,TRUE,428,95.3,7.94,3,8,1,0,0,0,7,0
-2735231427811162e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-8170452779508085e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-493957587958416e3,F,es,2859,TRUE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
4244936941123561500,F,en,2859,TRUE,TRUE,TRUE,300,95.3,7.94,3,8,0,0,0,0,0,0
4072366949268179e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
5358991976414774e3,F,fr,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-7810551379310877e3,F,fr,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
2297667834611358200,F,es,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-3329532523113079e3,F,es,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-436609020359365e4,M,en,2859,FALSE,FALSE,TRUE,697,95.3,7.94,3,8,1,0,0,0,0,1
-850913806495636e4,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-8044549597078061e3,F,en,2859,FALSE,FALSE,TRUE,38,95.3,7.94,3,8,12,0,0,0,1,0
5957924513593111e3,M,en,2859,FALSE,FALSE,TRUE,688,95.3,7.94,3,8,0,0,0,0,0,0
-6200665653873864e3,F,en,2859,TRUE,TRUE,TRUE,344,95.3,7.94,3,8,1,0,0,0,0,0
6055038953302318e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-3379703232693857e3,F,fr,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
5268297429346213e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-6186629788606974e3,M,en,2859,FALSE,FALSE,TRUE,138,95.3,7.94,3,8,31,0,0,0,1,1
2666785768157228e3,F,it,2859,FALSE,FALSE,TRUE,230,95.3,7.94,3,8,3,0,0,0,0,0
2.7780203488909757e+18,M,fr,2859,TRUE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
4653061095558641e3,F,en,2859,FALSE,FALSE,TRUE,647,95.3,7.94,3,8,0,0,0,0,0,0
-15826493659244532,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
749318331348201500,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-7361117537503418e3,M,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
149833361239229660,F,es,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
694976933944384e4,F,en,2859,TRUE,TRUE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-6373711832076187e3,M,en,2859,FALSE,FALSE,TRUE,697,95.3,7.94,3,8,0,0,0,0,0,0
-5320891913340622e3,F,en,2859,FALSE,FALSE,TRUE,542,95.3,7.94,3,8,0,0,0,0,0,0
3355019553678924e3,M,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-6522960933117991e3,F,fr,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-4948306784404685e3,F,it,2859,FALSE,FALSE,TRUE,695,95.3,7.94,3,8,0,0,0,0,0,0
1322375748006012400,F,es,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
2299748726520020700,F,en,2859,FALSE,FALSE,TRUE,683,95.3,7.94,3,8,0,0,0,0,0,0
798382851183234e4,F,fr,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-8353192452086191e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
6400050812986028e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
561056390635304200,F,it,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-7495455919713525e3,F,fr,2859,TRUE,TRUE,TRUE,658,95.3,7.94,3,8,0,0,0,0,0,0
4733063825685723e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
3087460705877624e3,M,en,2859,TRUE,FALSE,TRUE,432,95.3,7.94,3,8,39,0,0,0,1,0
-4187807355625395e3,M,fr,2859,TRUE,TRUE,TRUE,248,95.3,7.94,3,8,10,0,0,0,2,1
-7598345434235191e3,F,en,2859,FALSE,FALSE,TRUE,679,95.3,7.94,3,8,0,0,0,0,0,0
-8949663424814495e3,M,es,2859,TRUE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-3133732276211558400,F,en,2859,TRUE,TRUE,TRUE,32,95.3,7.94,3,8,88,0,0,0,55,1
-111555724713134740,F,en,2859,FALSE,FALSE,TRUE,694,95.3,7.94,3,8,0,0,0,0,0,0
4522540300557541400,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-5464187446456167e3,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,1,0
3899953225176781300,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
3724288816684484600,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-3048942260501017600,F,en,2859,FALSE,FALSE,TRUE,698,95.3,7.94,3,8,0,0,0,0,0,0
-4556396868566653400,M,fr,2859,TRUE,TRUE,TRUE,661,95.3,7.94,3,8,0,0,0,0,0,0
-6471618263683738e3,F,fr,2859,TRUE,TRUE,TRUE,212,95.3,7.94,3,8,0,0,0,0,0,0
5813911708355892e3,F,en,2859,FALSE,FALSE,TRUE,627,95.3,7.94,3,8,0,0,0,0,0,0
-779445273583976e4,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,28,0,0,0,1,0
4207531517612474400,M,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8352541363488278e3,F,en,2858,TRUE,TRUE,TRUE,376,95.27,7.94,3,8,0,0,0,0,12,0
277470755523665e4,F,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6641916323821963e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
980442564145594900,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-583472275149088e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-112818680680937940,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,9,0,0,0,0,0,0
-5520945447452308e3,F,en,2858,FALSE,FALSE,TRUE,101,95.27,7.94,3,9,0,0,0,0,0,0
684475519855779e4,M,en,2858,FALSE,FALSE,TRUE,504,95.27,7.94,3,8,0,0,0,0,0,0
-6925057223490087e3,F,es,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6620440338783842e3,F,it,2858,TRUE,TRUE,TRUE,573,95.27,7.94,3,8,0,0,0,0,0,0
4340480817334991400,F,en,2858,TRUE,TRUE,TRUE,348,95.27,7.94,3,9,12,0,0,0,0,1
9222469665092772e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7798300675923011e3,F,en,2858,FALSE,FALSE,TRUE,671,95.27,7.94,3,8,0,0,0,0,0,0
7727249114417059e3,F,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
1792415602194270500,M,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8734288410556725e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4748328944201716e3,F,en,2858,TRUE,TRUE,TRUE,593,95.27,7.94,3,8,1,0,0,0,0,0
1168638224137687600,F,es,2858,FALSE,FALSE,TRUE,271,95.27,7.94,3,8,0,0,0,0,0,0
8902592193259332e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7889021988891191e3,F,en,2858,TRUE,TRUE,TRUE,481,95.27,7.94,3,8,1,0,0,0,0,0
-3435940144296743e3,F,en,2858,TRUE,TRUE,TRUE,191,95.27,7.94,3,8,0,0,0,0,0,0
8362465556772194e3,F,en,2858,FALSE,FALSE,TRUE,664,95.27,7.94,3,8,0,0,0,0,0,0
-8528323887197981e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,2,0
8547954272755957e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-615504504834358400,M,en,2858,FALSE,FALSE,TRUE,539,95.27,7.94,3,8,1,0,0,0,0,0
-6507851318981494e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,2,0
-8746907443277116e3,M,en,2858,TRUE,TRUE,TRUE,676,95.27,7.94,3,8,0,0,0,0,0,0
-104017888206530020,F,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6117637401010121e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1156977479943325200,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1561244135814890200,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6531748253894253e3,M,fr,2858,TRUE,FALSE,TRUE,688,95.27,7.94,3,8,0,0,0,0,0,0
-5267713914528098e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8803292663008877e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8111998473072328e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5479742999205053e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8415787795183219e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-212921185941751300,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6566699482177864e3,F,es,2858,FALSE,FALSE,TRUE,483,95.27,7.94,3,9,0,0,0,0,0,0
3945832421522986e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
1010297577962088200,M,it,2858,TRUE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2382758791936974300,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-7727205304252402e3,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7432679504379813e3,F,it,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
3181935435038887e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
9008053220991405e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
864740224732188500,F,fr,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2.9446280838080717e+17,F,en,2858,TRUE,TRUE,TRUE,605,95.27,7.94,3,8,1,0,0,0,0,0
-995616070183255700,M,en,2858,FALSE,FALSE,TRUE,180,95.27,7.94,3,8,2,0,0,0,9,0
-8129293448261582e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-7691428869458614e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,2,0,0,0,0,0
-769087077929067600,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8512744897563577e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3123077570339914e3,F,fr,2858,FALSE,FALSE,TRUE,688,95.27,7.94,3,8,0,0,0,0,0,0
-4577629929683655700,F,en,2858,FALSE,FALSE,TRUE,625,95.27,7.94,3,8,0,0,0,0,0,0
-7634611530932511e3,F,fr,2858,FALSE,FALSE,TRUE,289,95.27,7.94,3,8,0,0,0,0,0,0
-2441794060761316400,M,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8181814096399181e3,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5541129426297644e3,F,en,2858,FALSE,FALSE,TRUE,285,95.27,7.94,3,8,0,0,0,0,0,0
-5628888807269143e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7313964036340168e3,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5198714733136096e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1200317634102061600,F,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-904401682534218500,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4380395153839943700,F,en,2858,FALSE,FALSE,TRUE,45,95.27,7.94,3,8,0,0,0,0,0,0
-7842651860006852e3,M,en,2858,TRUE,TRUE,TRUE,675,95.27,7.94,3,8,0,0,0,0,0,0
-5206332920683262e3,F,fr,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4135109964405739500,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4659029188522973e3,F,de,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7626686706982756e3,F,it,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-7069466523098568e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2259577296674411500,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6044271247350053e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5373769731794523e3,M,fr,2858,FALSE,FALSE,TRUE,513,95.27,7.94,3,8,0,0,0,0,0,0
6764623893470996e3,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
9198686627747354e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4444119731478845e3,M,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
1589119923831823e3,F,fr,2858,FALSE,FALSE,TRUE,563,95.27,7.94,3,8,0,0,0,0,0,0
1250385813835647200,M,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-205436775802061e4,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2007626873368863e3,M,fr,2858,TRUE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2035985725225580800,F,en,2858,TRUE,TRUE,TRUE,599,95.27,7.94,3,8,0,0,0,0,0,0
-6902244055631586e3,M,fr,2858,FALSE,FALSE,TRUE,620,95.27,7.94,3,8,0,0,0,0,0,0
-7707464722840103e3,M,en,2858,FALSE,FALSE,TRUE,639,95.27,7.94,3,8,0,0,0,0,0,0
-4167577475412596700,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7579830137139252e3,F,fr,2858,TRUE,TRUE,TRUE,498,95.27,7.94,3,8,0,0,0,0,0,0
-8246339718411347e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
375583185775853e3,F,en,2858,FALSE,FALSE,TRUE,193,95.27,7.94,3,8,0,0,0,0,0,0
4629490076887965e3,F,de,2858,FALSE,FALSE,TRUE,376,95.27,7.94,3,8,0,0,0,0,0,0
-2398188383269805e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-9159743449660828e3,F,en,2858,FALSE,FALSE,TRUE,693,95.27,7.94,3,8,1,0,0,0,11,0
3.2684430525395283e+17,F,it,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,2,0,0,0,0,0
909904445635236200,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-610638005671764e4,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4.7136586701906157e+17,M,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
3827085007965746e3,F,en,2858,FALSE,FALSE,TRUE,376,95.27,7.94,3,8,0,0,0,0,0,0
-5114468012583638e3,F,fr,2858,TRUE,FALSE,TRUE,570,95.27,7.94,3,8,0,0,0,0,0,0
-9142346359346994e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4358567823339418600,F,en,2858,FALSE,FALSE,TRUE,161,95.27,7.94,3,8,3,0,0,0,0,0
493902546968738e4,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,9,0,0,0,0,0,0
-6561319280811059e3,F,en,2858,FALSE,FALSE,TRUE,438,95.27,7.94,3,8,6,0,0,0,0,0
101005492558565150,F,en,2858,FALSE,FALSE,TRUE,630,95.27,7.94,3,8,0,0,0,0,0,0
389605224078403600,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,1,0,0,0,0,0
-3891451961428267e3,M,en,2858,FALSE,FALSE,TRUE,638,95.27,7.94,3,8,0,0,0,0,0,0
-2535246997683158e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8776688959634925e3,F,es,2858,TRUE,TRUE,TRUE,165,95.27,7.94,3,8,0,0,0,0,0,0
8415428035940312e3,F,en,2858,TRUE,TRUE,TRUE,477,95.27,7.94,3,8,0,0,0,0,0,0
500150943504584e4,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
126486946688588620,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8333863283497079e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1224923264463497e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6119761725468561e3,F,es,2858,TRUE,FALSE,TRUE,284,95.27,7.94,3,9,2,0,0,0,0,0
-33295774577856e5,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4521073261958813700,F,en,2858,TRUE,TRUE,TRUE,683,95.27,7.94,3,8,0,0,0,0,0,0
590857921078102e4,F,fr,2858,FALSE,FALSE,TRUE,573,95.27,7.94,3,8,0,0,0,0,0,0
7981809610007013e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4654916740920361e3,F,fr,2858,FALSE,FALSE,TRUE,537,95.27,7.94,3,8,0,0,0,0,0,0
1375493537225818400,F,en,2858,FALSE,FALSE,TRUE,630,95.27,7.94,3,8,0,0,0,0,0,0
4292481909998871e3,M,en,2858,TRUE,TRUE,TRUE,686,95.27,7.94,3,8,0,0,0,0,0,0
-762780555538317600,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3070307097744584700,F,es,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1202734696214873300,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8235579879540759e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-2824413158490220500,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5632816598643582e3,F,fr,2858,FALSE,FALSE,TRUE,403,95.27,7.94,3,8,1,0,0,0,0,0
636257119659062100,F,en,2858,FALSE,FALSE,TRUE,33,95.27,7.94,3,8,0,0,0,0,1,0
299003192431771300,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2542347493716038700,F,en,2858,FALSE,FALSE,TRUE,259,95.27,7.94,3,8,0,0,0,0,0,0
-6769824583023272e3,F,en,2858,FALSE,FALSE,TRUE,696,95.27,7.94,3,8,0,0,0,0,0,0
-4351560708070941700,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5600658858677444e3,M,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7708747804169185e3,M,es,2858,TRUE,FALSE,TRUE,655,95.27,7.94,3,8,0,0,0,0,0,0
4473946666988158e3,F,fr,2858,FALSE,FALSE,TRUE,692,95.27,7.94,3,8,0,0,0,0,0,0
2084675560150628400,M,fr,2858,FALSE,FALSE,TRUE,380,95.27,7.94,3,8,1,0,0,0,0,0
3820864170401564e3,F,it,2858,TRUE,FALSE,TRUE,613,95.27,7.94,3,8,0,0,0,0,0,0
-2315843012612530700,M,fr,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-2725384812495581e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3013738523372462600,F,es,2858,TRUE,FALSE,TRUE,572,95.27,7.94,3,8,0,0,0,0,0,0
-588980845969797e4,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2731845690816275500,F,fr,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3072772049842299e3,F,es,2858,TRUE,FALSE,TRUE,680,95.27,7.94,3,8,3,0,0,0,1,0
-2168851994401167400,F,fr,2858,FALSE,FALSE,TRUE,686,95.27,7.94,3,8,0,0,0,0,0,0
-7611831084753314e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4080580294326206e3,F,fr,2858,TRUE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8308239571562838e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
516551337354541400,F,en,2858,TRUE,TRUE,TRUE,519,95.27,7.94,3,8,0,0,0,0,0,0
6773715989478125e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5819292264928921e3,F,en,2858,FALSE,FALSE,TRUE,610,95.27,7.94,3,8,0,0,0,0,0,0
8443424896565524e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-679310638068643800,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5210282849454561e3,F,fr,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
122497252861113940,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-1487300613662346e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
4478636819114048500,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3.5447172614874003e+17,M,fr,2858,FALSE,FALSE,TRUE,695,95.27,7.94,3,9,0,0,0,0,0,1
6397321075856769e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4739061873592205e3,M,it,2858,TRUE,TRUE,TRUE,692,95.27,7.94,3,8,0,0,0,0,0,0
-8350385236299235e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-9113303643057627e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-8153465984601025e3,F,fr,2858,TRUE,TRUE,TRUE,675,95.27,7.94,3,8,0,0,0,0,0,0
976442588178819300,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-6487169089124796e3,F,en,2858,TRUE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-4730362429772135e3,F,en,2858,TRUE,FALSE,TRUE,689,95.27,7.94,3,8,0,0,0,0,0,0
4720281252132743e3,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5175251140699427e3,F,it,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
3700145768698566700,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
986329600351157100,F,en,2858,TRUE,TRUE,TRUE,624,95.27,7.94,3,7,3,0,0,0,0,0
-159947323793534430,F,it,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
632763355974e7,F,fr,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5202545132295792e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
8302581825102587e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
209333236311030180,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
2553453859562255e3,F,en,2858,FALSE,FALSE,TRUE,311,95.27,7.94,3,8,0,0,0,0,0,0
2490360315470086e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-3641780988933334e3,M,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-7408002189250804e3,F,en,2858,FALSE,FALSE,TRUE,435,95.27,7.94,3,8,0,0,0,0,0,0
-7325365530425744e3,F,en,2858,TRUE,FALSE,TRUE,625,95.27,7.94,3,8,0,0,0,0,0,0
4698830535283847e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
-5248020881101722e3,F,en,2858,FALSE,FALSE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
7303643468458756e3,F,en,2858,TRUE,TRUE,TRUE,697,95.27,7.94,3,8,0,0,0,0,0,0
5408472280963708e3,F,en,2858,TRUE,TRUE,TRUE,692,95.27,7.94,3,8,0,0,0,0,0,0
583793895307698800,F,en,2858,TRUE,TRUE,TRUE,12,95.27,7.94,3,10,16,0,0,0,0,0
-106942606684710980,F,it,2858,FALSE,FALSE,TRUE,429,95.27,7.94,3,8,0,0,0,0,0,0
-8779060205335162e3,M,it,2858,TRUE,TRUE,TRUE,592,95.27,7.94,3,8,0,0,0,0,1,0
66438645754336e4,F,de,2858,TRUE,TRUE,TRUE,692,95.27,7.94,3,8,0,0,0,0,0,0
